#  UTC   F_ce_eq_TS04D(kHz)   F_ce_eq_dipole(kHz)
2013-02-01T00:00:00  5.9307   6.6021 
2013-02-01T00:05:00  5.5955   6.2500 
2013-02-01T00:10:00  5.2264   5.8558 
2013-02-01T00:15:00  4.9654   5.5787 
2013-02-01T00:20:00  4.7061   5.3002 
2013-02-01T00:25:00  4.4881   5.0648 
2013-02-01T00:30:00  4.3299   4.8941 
2013-02-01T00:35:00  4.1845   4.7352 
2013-02-01T00:40:00  4.0364   4.5711 
2013-02-01T00:45:00  3.9167   4.4369 
2013-02-01T00:50:00  3.8127   4.3186 
2013-02-01T00:55:00  3.7136   4.2043 
2013-02-01T01:00:00  3.5995   4.0714 
2013-02-01T01:05:00  3.5355   3.9940 
2013-02-01T01:10:00  3.5001   3.9476 
2013-02-01T01:15:00  3.4372   3.8691 
2013-02-01T01:20:00  3.4078   3.8273 
2013-02-01T01:25:00  3.3921   3.7999 
2013-02-01T01:30:00  3.3579   3.7507 
2013-02-01T01:35:00  3.3275   3.7053 
2013-02-01T01:40:00  3.3286   3.6942 
2013-02-01T01:45:00  3.3136   3.6645 
2013-02-01T01:50:00  3.3115   3.6487 
2013-02-01T01:55:00  3.3262   3.6506 
2013-02-01T02:00:00  3.3042   3.6120 
2013-02-01T02:05:00  3.3325   3.6280 
2013-02-01T02:10:00  3.3563   3.6385 
2013-02-01T02:15:00  3.3731   3.6413 
2013-02-01T02:20:00  3.4029   3.6577 
2013-02-01T02:25:00  3.4365   3.6781 
2013-02-01T02:30:00  3.4643   3.6922 
2013-02-01T02:35:00  3.5373   3.7541 
2013-02-01T02:40:00  3.5768   3.7804 
2013-02-01T02:45:00  3.6224   3.8129 
2013-02-01T02:50:00  3.6934   3.8721 
2013-02-01T02:55:00  3.7408   3.9066 
2013-02-01T03:00:00  3.8120   3.9659 
2013-02-01T03:05:00  3.8903   4.0328 
2013-02-01T03:10:00  3.9829   4.1146 
2013-02-01T03:15:00  4.0885   4.2097 
2013-02-01T03:20:00  4.1757   4.2861 
2013-02-01T03:25:00  4.2710   4.3710 
2013-02-01T03:30:00  4.4135   4.5044 
2013-02-01T03:35:00  4.5267   4.6079 
2013-02-01T03:40:00  4.6650   4.7373 
2013-02-01T03:45:00  4.8245   4.8882 
2013-02-01T03:50:00  4.9895   5.0449 
2013-02-01T03:55:00  5.1791   5.2267 
2013-02-01T04:00:00  5.3911   5.4310 
2013-02-01T04:05:00  5.6035   5.6357 
2013-02-01T04:10:00  5.8522   5.8769 
2013-02-01T04:15:00  6.1197   6.1370 
2013-02-01T04:20:00  6.4047   6.4143 
2013-02-01T04:25:00  6.7885   6.7903 
2013-02-01T04:30:00  7.1953   7.1887 
2013-02-01T04:35:00  7.6736   7.6579 
2013-02-01T04:40:00  8.2697   8.2437 
2013-02-01T04:45:00  8.8733   8.8359 
2013-02-01T04:50:00  9.5353   9.4848 
2013-02-01T04:55:00  10.324   10.259 
2013-02-01T05:00:00  11.205   11.121 
2013-02-01T05:05:00  12.198   12.093 
2013-02-01T05:10:00  13.345   13.213 
2013-02-01T05:15:00  14.679   14.515 
2013-02-01T05:20:00  16.290   16.085 
2013-02-01T05:25:00  18.206   17.948 
2013-02-01T05:30:00  20.569   20.244 
2013-02-01T05:35:00  23.523   23.108 
2013-02-01T05:40:00  27.173   26.644 
2013-02-01T05:45:00  31.852   31.172 
2013-02-01T05:50:00  37.951   37.076 
2013-02-01T05:55:00  46.038   44.906 
2013-02-01T06:00:00  57.000   55.544 
2013-02-01T06:05:00  72.440   70.593 
2013-02-01T06:10:00  94.943   92.688 
2013-02-01T06:15:00  128.62   126.16 
2013-02-01T06:20:00  181.74   179.90 
2013-02-01T06:25:00  268.27   269.06 
2013-02-01T06:30:00  410.09   415.42 
2013-02-01T06:35:00  621.55   627.47 
2013-02-01T06:40:00  814.70   811.89 
2013-02-01T06:45:00  802.01   792.10 
2013-02-01T06:50:00  604.98   617.72 
2013-02-01T06:55:00  412.34   431.33 
2013-02-01T07:00:00  277.63   292.06 
2013-02-01T07:05:00  191.52   201.13 
2013-02-01T07:10:00  136.71   142.75 
2013-02-01T07:15:00  101.15   104.88 
2013-02-01T07:20:00  77.675   79.998 
2013-02-01T07:25:00  61.108   62.588 
2013-02-01T07:30:00  49.245   50.221 
2013-02-01T07:35:00  40.489   41.160 
2013-02-01T07:40:00  33.874   34.355 
2013-02-01T07:45:00  28.823   29.185 
2013-02-01T07:50:00  24.819   25.102 
2013-02-01T07:55:00  21.634   21.865 
2013-02-01T08:00:00  19.084   19.279 
2013-02-01T08:05:00  16.965   17.132 
2013-02-01T08:10:00  15.199   15.345 
2013-02-01T08:15:00  13.751   13.880 
2013-02-01T08:20:00  12.527   12.644 
2013-02-01T08:25:00  11.448   11.555 
2013-02-01T08:30:00  10.543   10.641 
2013-02-01T08:35:00  9.7517   9.8443 
2013-02-01T08:40:00  8.9992   9.0864 
2013-02-01T08:45:00  8.3536   8.4364 
2013-02-01T08:50:00  7.7859   7.8651 
2013-02-01T08:55:00  7.2912   7.3674 
2013-02-01T09:00:00  6.8436   6.9169 
2013-02-01T09:05:00  6.4604   6.5312 
2013-02-01T09:10:00  6.1747   6.2438 
2013-02-01T09:15:00  5.9123   5.9798 
2013-02-01T09:20:00  5.6540   5.7195 
2013-02-01T09:25:00  5.4582   5.5221 
2013-02-01T09:30:00  5.2663   5.3285 
2013-02-01T09:35:00  5.0753   5.1355 
2013-02-01T09:40:00  4.8933   4.9514 
2013-02-01T09:45:00  4.7656   4.8221 
2013-02-01T09:50:00  4.6314   4.6860 
2013-02-01T09:55:00  4.5242   4.5772 
2013-02-01T10:00:00  4.4089   4.4599 
2013-02-01T10:05:00  4.2624   4.3110 
2013-02-01T10:10:00  4.1621   4.2087 
2013-02-01T10:15:00  4.0298   4.0740 
2013-02-01T10:20:00  3.9278   3.9699 
2013-02-01T10:25:00  3.8421   3.8822 
2013-02-01T10:30:00  3.7570   3.7950 
2013-02-01T10:35:00  3.7288   3.7654 
2013-02-01T10:40:00  3.6910   3.7258 
2013-02-01T10:45:00  3.6373   3.6703 
2013-02-01T10:50:00  3.6486   3.6803 
2013-02-01T10:55:00  3.6626   3.6930 
2013-02-01T11:00:00  3.6756   3.7045 
2013-02-01T11:05:00  3.7117   3.7394 
2013-02-01T11:10:00  3.7156   3.7416 
2013-02-01T11:15:00  3.7031   3.7275 
2013-02-01T11:20:00  3.7184   3.7412 
