#  UTC   F_ce_eq_TS04D(kHz)   F_ce_eq_dipole(kHz)
2014-10-01T00:00:00  15.877   16.344 
2014-10-01T00:05:00  17.827   18.325 
2014-10-01T00:10:00  20.184   20.731 
2014-10-01T00:15:00  23.042   23.599 
2014-10-01T00:20:00  26.601   27.212 
2014-10-01T00:25:00  31.072   31.754 
2014-10-01T00:30:00  36.849   37.639 
2014-10-01T00:35:00  44.396   45.320 
2014-10-01T00:40:00  54.392   55.758 
2014-10-01T00:45:00  68.267   70.365 
2014-10-01T00:50:00  87.620   91.333 
2014-10-01T00:55:00  115.70   122.59 
2014-10-01T01:00:00  157.70   170.56 
2014-10-01T01:05:00  223.70   246.55 
2014-10-01T01:10:00  330.64   364.10 
2014-10-01T01:15:00  486.25   520.11 
2014-10-01T01:20:00  624.62   643.77 
2014-10-01T01:25:00  618.57   616.27 
2014-10-01T01:30:00  452.83   465.60 
2014-10-01T01:35:00  277.54   306.73 
2014-10-01T01:40:00  179.68   195.83 
2014-10-01T01:45:00  126.51   129.64 
2014-10-01T01:50:00  93.201   90.724 
2014-10-01T01:55:00  70.638   66.784 
2014-10-01T02:00:00  54.695   51.179 
2014-10-01T02:05:00  43.598   40.661 
2014-10-01T02:10:00  35.296   33.111 
2014-10-01T02:15:00  28.988   27.585 
2014-10-01T02:20:00  24.329   23.384 
2014-10-01T02:25:00  20.590   20.075 
2014-10-01T02:30:00  17.676   17.535 
2014-10-01T02:35:00  15.257   15.400 
2014-10-01T02:40:00  13.409   13.674 
2014-10-01T02:45:00  11.864   12.256 
2014-10-01T02:50:00  10.577   11.041 
2014-10-01T02:55:00  9.4735   9.9890 
2014-10-01T03:00:00  8.4725   9.1215 
2014-10-01T03:05:00  7.7135   8.3833 
2014-10-01T03:10:00  7.0330   7.7365 
2014-10-01T03:15:00  6.4408   7.1737 
2014-10-01T03:20:00  5.7694   6.6871 
2014-10-01T03:25:00  5.4303   6.2529 
2014-10-01T03:30:00  5.0849   5.8613 
2014-10-01T03:35:00  4.6643   5.5241 
2014-10-01T03:40:00  4.4006   5.2380 
2014-10-01T03:45:00  4.1016   4.9894 
2014-10-01T03:50:00  4.0578   4.7833 
2014-10-01T03:55:00  3.8266   4.5973 
2014-10-01T04:00:00  3.6689   4.4290 
2014-10-01T04:05:00  3.5632   4.2813 
2014-10-01T04:10:00  3.4453   4.1236 
2014-10-01T04:15:00  3.2214   3.9600 
2014-10-01T04:20:00  3.1362   3.8324 
2014-10-01T04:25:00  3.0897   3.7421 
2014-10-01T04:30:00  2.9936   3.6792 
2014-10-01T04:35:00  3.0007   3.5942 
2014-10-01T04:40:00  2.9144   3.5182 
2014-10-01T04:45:00  2.8430   3.4763 
2014-10-01T04:50:00  2.7734   3.3706 
2014-10-01T04:55:00  2.6217   3.3104 
2014-10-01T05:00:00  2.6180   3.2398 
2014-10-01T05:05:00  2.6692   3.2350 
2014-10-01T05:10:00  2.5418   3.1709 
2014-10-01T05:15:00  2.6281   3.1750 
2014-10-01T05:20:00  2.5695   3.1512 
2014-10-01T05:25:00  2.5023   3.1294 
2014-10-01T05:30:00  2.5772   3.1087 
2014-10-01T05:35:00  2.5539   3.0867 
2014-10-01T05:40:00  2.5895   3.0972 
2014-10-01T05:45:00  2.5983   3.0908 
2014-10-01T05:50:00  2.5514   3.0759 
2014-10-01T05:55:00  2.5790   3.0929 
2014-10-01T06:00:00  2.5634   3.1093 
2014-10-01T06:05:00  2.5818   3.0932 
2014-10-01T06:10:00  2.6349   3.1307 
2014-10-01T06:15:00  2.6808   3.1616 
2014-10-01T06:20:00  2.7203   3.1954 
2014-10-01T06:25:00  2.7782   3.2402 
2014-10-01T06:30:00  2.7913   3.2517 
2014-10-01T06:35:00  2.8827   3.3456 
2014-10-01T06:40:00  2.9288   3.3879 
2014-10-01T06:45:00  3.0162   3.4529 
2014-10-01T06:50:00  3.1199   3.5426 
2014-10-01T06:55:00  3.2227   3.6192 
2014-10-01T07:00:00  3.2835   3.6998 
2014-10-01T07:05:00  3.3726   3.7854 
2014-10-01T07:10:00  3.4739   3.8775 
2014-10-01T07:15:00  3.6207   4.0119 
2014-10-01T07:20:00  3.7470   4.1234 
2014-10-01T07:25:00  3.9263   4.2996 
2014-10-01T07:30:00  4.1426   4.4598 
2014-10-01T07:35:00  4.3394   4.6296 
2014-10-01T07:40:00  4.5437   4.8089 
2014-10-01T07:45:00  4.8031   5.0141 
2014-10-01T07:50:00  5.0209   5.2212 
2014-10-01T07:55:00  5.2940   5.4776 
2014-10-01T08:00:00  5.6113   5.7764 
2014-10-01T08:05:00  5.9725   6.1032 
2014-10-01T08:10:00  6.3860   6.4990 
2014-10-01T08:15:00  6.8767   6.9595 
2014-10-01T08:20:00  7.4099   7.4708 
2014-10-01T08:25:00  8.0626   8.0974 
2014-10-01T08:30:00  8.7860   8.7868 
2014-10-01T08:35:00  9.6138   9.5877 
2014-10-01T08:40:00  10.571   10.507 
2014-10-01T08:45:00  11.672   11.579 
2014-10-01T08:50:00  12.986   12.833 
2014-10-01T08:55:00  14.480   14.285 
2014-10-01T09:00:00  16.293   16.050 
2014-10-01T09:05:00  18.439   18.147 
2014-10-01T09:10:00  21.049   20.733 
2014-10-01T09:15:00  24.172   23.848 
2014-10-01T09:20:00  28.096   27.817 
2014-10-01T09:25:00  32.910   32.776 
2014-10-01T09:30:00  39.099   39.286 
2014-10-01T09:35:00  47.053   47.869 
2014-10-01T09:40:00  57.497   59.514 
2014-10-01T09:45:00  71.391   75.625 
2014-10-01T09:50:00  90.321   98.470 
2014-10-01T09:55:00  117.00   131.48 
2014-10-01T10:00:00  156.50   179.34 
2014-10-01T10:05:00  218.84   246.93 
2014-10-01T10:10:00  323.26   342.95 
2014-10-01T10:15:00  479.94   486.28 
2014-10-01T10:20:00  638.28   640.84 
