#  UTC   F_ce_eq_TS04D(kHz)   F_ce_eq_dipole(kHz)
2013-05-01T00:00:00  14.972   15.605 
2013-05-01T00:05:00  13.164   13.823 
2013-05-01T00:10:00  11.661   12.387 
2013-05-01T00:15:00  10.400   11.171 
2013-05-01T00:20:00  9.3295   10.114 
2013-05-01T00:25:00  8.3371   9.1836 
2013-05-01T00:30:00  7.4729   8.3633 
2013-05-01T00:35:00  6.7163   7.6985 
2013-05-01T00:40:00  6.0373   7.0461 
2013-05-01T00:45:00  5.3917   6.4831 
2013-05-01T00:50:00  4.8681   6.0631 
2013-05-01T00:55:00  4.4596   5.6736 
2013-05-01T01:00:00  4.0066   5.3401 
2013-05-01T01:05:00  3.6742   5.0706 
2013-05-01T01:10:00  3.3201   4.8195 
2013-05-01T01:15:00  3.0578   4.6455 
2013-05-01T01:20:00  2.7065   4.4204 
2013-05-01T01:25:00  2.4585   4.2753 
2013-05-01T01:30:00  2.1804   4.1518 
2013-05-01T01:35:00  1.9875   4.0614 
2013-05-01T01:40:00  1.7590   3.9738 
2013-05-01T01:45:00  1.5297   3.8364 
2013-05-01T01:50:00  1.2915   3.7808 
2013-05-01T01:55:00  1.2905   3.6781 
2013-05-01T02:00:00  1.1476   3.5837 
2013-05-01T02:05:00  1.0266   3.5562 
2013-05-01T02:10:00  0.91066   3.4995 
2013-05-01T02:15:00  0.77541   3.4922 
2013-05-01T02:20:00  0.75205   3.4846 
2013-05-01T02:25:00  0.58133   3.5257 
2013-05-01T02:30:00  0.48779   3.5060 
2013-05-01T02:35:00  0.45604   3.4280 
2013-05-01T02:40:00  0.40617   3.4480 
2013-05-01T02:45:00  0.33656   3.3297 
2013-05-01T02:50:00  0.34227   3.3518 
2013-05-01T02:55:00  0.28828   3.3346 
2013-05-01T03:00:00  0.32987   3.3793 
2013-05-01T03:05:00  0.28841   3.4049 
2013-05-01T03:10:00  0.25971   3.3642 
2013-05-01T03:15:00  0.20974   3.3441 
2013-05-01T03:20:00  0.16665   3.3274 
2013-05-01T03:25:00  0.12548   3.3492 
2013-05-01T03:30:00  0.20170   3.2933 
2013-05-01T03:35:00  0.13634   3.2968 
2013-05-01T03:40:00  0.16983   3.3715 
2013-05-01T03:45:00  0.24049   3.4115 
2013-05-01T03:50:00  0.26117   3.4198 
2013-05-01T03:55:00  0.34644   3.5032 
2013-05-01T04:00:00  0.31036   3.5159 
2013-05-01T04:05:00  0.35938   3.6091 
2013-05-01T04:10:00  0.35981   3.6132 
2013-05-01T04:15:00  0.38928   3.7106 
2013-05-01T04:20:00  0.32943   3.7415 
2013-05-01T04:25:00  0.60662   3.7768 
2013-05-01T04:30:00  0.58071   3.8620 
2013-05-01T04:35:00  0.66854   3.9023 
2013-05-01T04:40:00  0.76017   3.9774 
2013-05-01T04:45:00  0.80802   4.0428 
2013-05-01T04:50:00  0.86747   4.1448 
2013-05-01T04:55:00  0.89646   4.2417 
2013-05-01T05:00:00  0.91499   4.3517 
2013-05-01T05:05:00  0.91795   4.4641 
2013-05-01T05:10:00  1.0559   4.6333 
2013-05-01T05:15:00  1.2216   4.7819 
2013-05-01T05:20:00  1.4031   4.9659 
2013-05-01T05:25:00  1.6831   5.2454 
2013-05-01T05:30:00  1.7842   5.5375 
2013-05-01T05:35:00  2.2478   5.8638 
2013-05-01T05:40:00  2.6485   6.2320 
2013-05-01T05:45:00  3.1253   6.6654 
2013-05-01T05:50:00  3.7052   7.1466 
2013-05-01T05:55:00  4.2818   7.6858 
2013-05-01T06:00:00  5.1073   8.3289 
2013-05-01T06:05:00  5.8851   9.0686 
2013-05-01T06:10:00  6.9522   9.9342 
2013-05-01T06:15:00  8.0300   10.957 
2013-05-01T06:20:00  9.3782   12.223 
2013-05-01T06:25:00  10.927   13.769 
2013-05-01T06:30:00  13.107   15.697 
2013-05-01T06:35:00  15.718   18.121 
2013-05-01T06:40:00  19.140   21.214 
2013-05-01T06:45:00  23.666   25.167 
2013-05-01T06:50:00  29.766   30.405 
2013-05-01T06:55:00  38.295   37.553 
2013-05-01T07:00:00  50.388   47.582 
2013-05-01T07:05:00  68.434   62.240 
2013-05-01T07:10:00  96.460   84.716 
2013-05-01T07:15:00  140.46   120.79 
2013-05-01T07:20:00  208.97   182.97 
2013-05-01T07:25:00  307.75   292.33 
2013-05-01T07:30:00  433.24   459.59 
2013-05-01T07:35:00  558.21   600.66 
2013-05-01T07:40:00  608.69   616.97 
2013-05-01T07:45:00  511.46   518.37 
2013-05-01T07:50:00  369.97   370.38 
2013-05-01T07:55:00  256.17   257.55 
2013-05-01T08:00:00  178.79   184.09 
2013-05-01T08:05:00  129.24   135.69 
2013-05-01T08:10:00  97.004   102.98 
2013-05-01T08:15:00  75.020   80.009 
2013-05-01T08:20:00  59.450   63.474 
2013-05-01T08:25:00  48.124   51.376 
2013-05-01T08:30:00  39.679   42.316 
2013-05-01T08:35:00  33.177   35.246 
2013-05-01T08:40:00  28.028   29.693 
2013-05-01T08:45:00  24.058   25.447 
2013-05-01T08:50:00  20.822   21.966 
2013-05-01T08:55:00  17.446   18.343 
2013-05-01T09:00:00  15.468   16.211 
2013-05-01T09:05:00  13.745   14.351 
2013-05-01T09:10:00  12.263   12.727 
2013-05-01T09:15:00  11.144   11.526 
2013-05-01T09:20:00  10.008   10.320 
2013-05-01T09:25:00  9.2342   9.4716 
2013-05-01T09:30:00  8.4783   8.6866 
2013-05-01T09:35:00  7.7186   7.9005 
2013-05-01T09:40:00  7.1622   7.3282 
2013-05-01T09:45:00  6.3162   6.4529 
2013-05-01T09:50:00  5.6600   5.7409 
2013-05-01T09:55:00  5.1158   5.1745 
2013-05-01T10:00:00  4.1643   4.2010 
2013-05-01T10:05:00  3.6305   3.6561 
2013-05-01T10:10:00  3.0231   3.0405 
2013-05-01T10:15:00  3.1381   3.1482 
2013-05-01T10:20:00  2.9985   3.0023 
2013-05-01T10:25:00  2.7939   2.7945 
2013-05-01T10:30:00  2.6636   2.6632 
2013-05-01T10:35:00  2.4696   2.4697 
2013-05-01T10:40:00  2.2002   2.2017 
2013-05-01T10:45:00  2.2291   2.2344 
2013-05-01T10:50:00  2.3138   2.3261 
2013-05-01T10:55:00  2.2284   2.2505 
2013-05-01T11:00:00  2.2947   2.3239 
2013-05-01T11:05:00  2.2161   2.2624 
2013-05-01T11:10:00  2.0269   2.0835 
2013-05-01T11:15:00  2.0742   2.1425 
2013-05-01T11:20:00  1.8071   1.8859 
2013-05-01T11:25:00  2.4063   2.5179 
2013-05-01T11:30:00  2.3540   2.4813 
2013-05-01T11:35:00  2.2068   2.3697 
2013-05-01T11:40:00  2.1664   2.3311 
2013-05-01T11:45:00  2.0465   2.2215 
2013-05-01T11:50:00  1.9606   2.1464 
2013-05-01T11:55:00  1.9226   2.1324 
2013-05-01T12:00:00  1.9322   2.1382 
2013-05-01T12:05:00  1.9444   2.1583 
2013-05-01T12:10:00  1.7606   1.9931 
2013-05-01T12:15:00  1.6968   1.9013 
2013-05-01T12:20:00  1.7525   2.0159 
2013-05-01T12:25:00  1.7399   2.0250 
2013-05-01T12:30:00  1.6836   1.9203 
2013-05-01T12:35:00  1.5769   1.8299 
2013-05-01T12:40:00  1.6386   1.8687 
2013-05-01T12:45:00  1.7266   1.9660 
2013-05-01T12:50:00  1.7082   1.9778 
2013-05-01T12:55:00  1.7661   2.0205 
2013-05-01T13:00:00  1.7965   2.0609 
2013-05-01T13:05:00  1.9009   2.1282 
2013-05-01T13:10:00  1.9488   2.1698 
2013-05-01T13:15:00  2.1049   2.3279 
2013-05-01T13:20:00  2.1476   2.3801 
2013-05-01T13:25:00  2.4144   2.6535 
2013-05-01T13:30:00  2.9163   3.2472 
2013-05-01T13:35:00  3.6627   4.0494 
2013-05-01T13:40:00  3.7074   4.0614 
2013-05-01T13:45:00  4.4620   4.8152 
2013-05-01T13:50:00  4.2957   4.6449 
2013-05-01T13:55:00  4.3638   4.6685 
2013-05-01T14:00:00  4.8056   5.0947 
2013-05-01T14:05:00  4.8165   5.0696 
2013-05-01T14:10:00  5.0347   5.2778 
2013-05-01T14:15:00  5.8332   6.0953 
2013-05-01T14:20:00  6.2472   6.5024 
2013-05-01T14:25:00  6.0706   6.2775 
2013-05-01T14:30:00  6.9889   7.2148 
2013-05-01T14:35:00  7.8676   8.0899 
2013-05-01T14:40:00  8.2013   8.4139 
2013-05-01T14:45:00  8.6726   8.8745 
