#  UTC   F_ce_eq_TS04D(kHz)   F_ce_eq_dipole(kHz)
2014-05-01T00:00:00  15.474   15.318 
2014-05-01T00:05:00  17.129   16.961 
2014-05-01T00:10:00  19.092   18.882 
2014-05-01T00:15:00  21.506   21.228 
2014-05-01T00:20:00  24.433   24.083 
2014-05-01T00:25:00  28.133   27.647 
2014-05-01T00:30:00  32.736   32.032 
2014-05-01T00:35:00  38.598   37.653 
2014-05-01T00:40:00  46.174   44.956 
2014-05-01T00:45:00  56.335   54.685 
2014-05-01T00:50:00  69.791   67.664 
2014-05-01T00:55:00  88.334   85.701 
2014-05-01T01:00:00  114.51   111.53 
2014-05-01T01:05:00  151.97   149.82 
2014-05-01T01:10:00  205.64   207.79 
2014-05-01T01:15:00  279.63   296.04 
2014-05-01T01:20:00  364.98   413.26 
2014-05-01T01:25:00  468.52   505.05 
2014-05-01T01:30:00  536.63   519.26 
2014-05-01T01:35:00  395.13   458.77 
2014-05-01T01:40:00  270.25   337.18 
2014-05-01T01:45:00  192.10   229.74 
2014-05-01T01:50:00  140.31   158.71 
2014-05-01T01:55:00  104.57   113.69 
2014-05-01T02:00:00  79.767   84.532 
2014-05-01T02:05:00  62.240   64.949 
2014-05-01T02:10:00  49.761   51.444 
2014-05-01T02:15:00  40.476   41.625 
2014-05-01T02:20:00  33.549   34.445 
2014-05-01T02:25:00  28.255   29.011 
2014-05-01T02:30:00  24.196   24.864 
2014-05-01T02:35:00  20.941   21.546 
2014-05-01T02:40:00  18.371   18.910 
2014-05-01T02:45:00  16.255   16.749 
2014-05-01T02:50:00  14.577   14.991 
2014-05-01T02:55:00  13.119   13.483 
2014-05-01T03:00:00  11.904   12.229 
2014-05-01T03:05:00  10.929   11.171 
2014-05-01T03:10:00  10.016   10.293 
2014-05-01T03:15:00  9.2067   9.4979 
2014-05-01T03:20:00  8.7597   8.8418 
2014-05-01T03:25:00  8.0146   8.2132 
2014-05-01T03:30:00  7.4759   7.6658 
2014-05-01T03:35:00  7.0373   7.1732 
2014-05-01T03:40:00  6.5324   6.7252 
2014-05-01T03:45:00  6.1380   6.3183 
2014-05-01T03:50:00  5.8230   5.9751 
2014-05-01T03:55:00  5.5612   5.7023 
2014-05-01T04:00:00  5.3102   5.4514 
2014-05-01T04:05:00  5.1207   5.2435 
2014-05-01T04:10:00  4.9558   5.0669 
2014-05-01T04:15:00  4.7819   4.8893 
2014-05-01T04:20:00  4.6856   4.7688 
2014-05-01T04:25:00  4.5420   4.6421 
2014-05-01T04:30:00  4.4962   4.5408 
2014-05-01T04:35:00  4.4275   4.4303 
2014-05-01T04:40:00  4.3067   4.3310 
2014-05-01T04:45:00  4.2835   4.2766 
2014-05-01T04:50:00  4.2165   4.1838 
2014-05-01T04:55:00  4.1522   4.1100 
2014-05-01T05:00:00  4.1884   4.1172 
2014-05-01T05:05:00  4.1426   4.0809 
2014-05-01T05:10:00  4.0787   4.0244 
2014-05-01T05:15:00  4.0657   4.0230 
2014-05-01T05:20:00  4.0249   3.9801 
2014-05-01T05:25:00  4.0305   3.9861 
2014-05-01T05:30:00  4.0120   3.9683 
2014-05-01T05:35:00  3.9245   3.8887 
2014-05-01T05:40:00  3.9200   3.8892 
2014-05-01T05:45:00  3.9027   3.8816 
2014-05-01T05:50:00  3.8834   3.8636 
2014-05-01T05:55:00  3.9143   3.8822 
2014-05-01T06:00:00  3.9374   3.9106 
2014-05-01T06:05:00  3.9503   3.9279 
2014-05-01T06:10:00  3.9412   3.9265 
2014-05-01T06:15:00  3.9345   3.9244 
2014-05-01T06:20:00  3.9828   3.9626 
2014-05-01T06:25:00  4.0612   4.0255 
2014-05-01T06:30:00  4.0840   4.0658 
2014-05-01T06:35:00  4.1405   4.0905 
2014-05-01T06:40:00  4.1424   4.1201 
2014-05-01T06:45:00  4.2534   4.2080 
2014-05-01T06:50:00  4.2743   4.2578 
2014-05-01T06:55:00  4.3939   4.3815 
2014-05-01T07:00:00  4.4059   4.3958 
2014-05-01T07:05:00  4.4922   4.4820 
2014-05-01T07:10:00  4.6382   4.6333 
2014-05-01T07:15:00  4.5997   4.5928 
2014-05-01T07:20:00  4.8217   4.8161 
2014-05-01T07:25:00  4.9596   4.9555 
2014-05-01T07:30:00  4.9789   4.9765 
2014-05-01T07:35:00  5.1692   5.1658 
2014-05-01T07:40:00  5.2749   5.2736 
2014-05-01T07:45:00  5.6137   5.6127 
2014-05-01T07:50:00  5.7726   5.7721 
2014-05-01T07:55:00  6.0924   6.0918 
2014-05-01T08:00:00  6.4854   6.4852 
2014-05-01T08:05:00  6.8851   6.8852 
2014-05-01T08:10:00  7.3303   7.3305 
2014-05-01T08:15:00  7.9228   7.9234 
2014-05-01T08:20:00  8.4500   8.4509 
2014-05-01T08:25:00  9.0188   9.0195 
2014-05-01T08:30:00  9.6252   9.6274 
2014-05-01T08:35:00  10.388   10.392 
2014-05-01T08:40:00  11.254   11.259 
2014-05-01T08:45:00  12.285   12.289 
2014-05-01T08:50:00  13.451   13.460 
2014-05-01T08:55:00  14.765   14.780 
2014-05-01T09:00:00  16.330   16.354 
2014-05-01T09:05:00  18.253   18.288 
2014-05-01T09:10:00  20.477   20.529 
2014-05-01T09:15:00  23.303   23.374 
2014-05-01T09:20:00  26.821   26.915 
2014-05-01T09:25:00  31.295   31.431 
2014-05-01T09:30:00  37.001   37.197 
2014-05-01T09:35:00  44.602   44.882 
2014-05-01T09:40:00  54.851   55.254 
2014-05-01T09:45:00  69.181   69.748 
2014-05-01T09:50:00  89.547   90.342 
2014-05-01T09:55:00  119.85   120.87 
2014-05-01T10:00:00  166.56   167.70 
2014-05-01T10:05:00  239.43   240.23 
2014-05-01T10:10:00  351.25   350.53 
2014-05-01T10:15:00  502.48   499.68 
2014-05-01T10:20:00  642.94   650.42 
2014-05-01T10:25:00  695.31   722.31 
2014-05-01T10:30:00  631.12   655.37 
2014-05-01T10:35:00  480.02   496.66 
2014-05-01T10:40:00  338.71   344.44 
2014-05-01T10:45:00  234.88   235.26 
2014-05-01T10:50:00  164.81   164.13 
2014-05-01T10:55:00  118.82   118.46 
2014-05-01T11:00:00  88.553   88.580 
2014-05-01T11:05:00  68.095   68.341 
2014-05-01T11:10:00  53.886   54.238 
2014-05-01T11:15:00  43.576   43.953 
2014-05-01T11:20:00  36.016   36.386 
2014-05-01T11:25:00  30.287   30.638 
2014-05-01T11:30:00  25.875   26.208 
2014-05-01T11:35:00  22.387   22.696 
2014-05-01T11:40:00  19.574   19.873 
2014-05-01T11:45:00  17.296   17.584 
2014-05-01T11:50:00  15.441   15.718 
2014-05-01T11:55:00  13.886   14.151 
2014-05-01T12:00:00  12.563   12.812 
2014-05-01T12:05:00  11.451   11.686 
2014-05-01T12:10:00  10.488   10.704 
2014-05-01T12:15:00  9.6706   9.8536 
2014-05-01T12:20:00  8.8941   9.0751 
2014-05-01T12:25:00  8.1845   8.3857 
2014-05-01T12:30:00  7.6332   7.8245 
2014-05-01T12:35:00  7.0405   7.2198 
2014-05-01T12:40:00  6.5765   6.7321 
2014-05-01T12:45:00  6.1333   6.3333 
2014-05-01T12:50:00  5.8303   6.0185 
2014-05-01T12:55:00  5.5126   5.7031 
2014-05-01T13:00:00  5.2548   5.4451 
2014-05-01T13:05:00  5.0702   5.2264 
2014-05-01T13:10:00  4.9121   5.0641 
2014-05-01T13:15:00  4.7550   4.9098 
2014-05-01T13:20:00  4.6313   4.7899 
2014-05-01T13:25:00  4.4878   4.6489 
2014-05-01T13:30:00  4.3504   4.5060 
2014-05-01T13:35:00  4.2472   4.3996 
2014-05-01T13:40:00  4.1566   4.3187 
2014-05-01T13:45:00  4.1559   4.2485 
2014-05-01T13:50:00  4.0379   4.1797 
2014-05-01T13:55:00  3.9745   4.1106 
2014-05-01T14:00:00  3.9326   4.0614 
2014-05-01T14:05:00  3.8974   4.0206 
2014-05-01T14:10:00  3.8792   3.9785 
2014-05-01T14:15:00  3.8426   3.9387 
2014-05-01T14:20:00  3.8056   3.8911 
2014-05-01T14:25:00  3.7628   3.8560 
2014-05-01T14:30:00  3.7491   3.8244 
2014-05-01T14:35:00  3.7287   3.8077 
2014-05-01T14:40:00  3.7259   3.7984 
2014-05-01T14:45:00  3.7578   3.7718 
2014-05-01T14:50:00  3.6928   3.7509 
2014-05-01T14:55:00  3.6842   3.7443 
2014-05-01T15:00:00  3.6901   3.7404 
2014-05-01T15:05:00  3.6909   3.7407 
2014-05-01T15:10:00  3.7450   3.7702 
2014-05-01T15:15:00  3.8153   3.7881 
2014-05-01T15:20:00  3.8255   3.8101 
2014-05-01T15:25:00  3.7718   3.8006 
