#  UTC   F_ce_eq_TS04D(kHz)   F_ce_eq_dipole(kHz)
2014-07-01T00:00:00  43.559   42.835 
2014-07-01T00:05:00  52.755   51.813 
2014-07-01T00:10:00  65.149   63.914 
2014-07-01T00:15:00  82.299   80.669 
2014-07-01T00:20:00  106.60   104.44 
2014-07-01T00:25:00  141.87   139.08 
2014-07-01T00:30:00  194.04   190.56 
2014-07-01T00:35:00  271.08   267.22 
2014-07-01T00:40:00  378.04   375.15 
2014-07-01T00:45:00  496.49   498.18 
2014-07-01T00:50:00  549.82   564.60 
2014-07-01T00:55:00  500.80   509.48 
2014-07-01T01:00:00  402.18   411.39 
2014-07-01T01:05:00  282.25   313.48 
2014-07-01T01:10:00  202.73   228.28 
2014-07-01T01:15:00  150.53   165.28 
2014-07-01T01:20:00  114.44   122.23 
2014-07-01T01:25:00  88.920   93.041 
2014-07-01T01:30:00  70.393   72.629 
2014-07-01T01:35:00  56.829   58.085 
2014-07-01T01:40:00  46.690   47.417 
2014-07-01T01:45:00  39.022   39.452 
2014-07-01T01:50:00  33.093   33.351 
2014-07-01T01:55:00  28.424   28.575 
2014-07-01T02:00:00  24.726   24.816 
2014-07-01T02:05:00  21.716   21.767 
2014-07-01T02:10:00  19.259   19.284 
2014-07-01T02:15:00  17.236   17.248 
2014-07-01T02:20:00  15.545   15.547 
2014-07-01T02:25:00  14.100   14.098 
2014-07-01T02:30:00  12.889   12.886 
2014-07-01T02:35:00  11.856   11.854 
2014-07-01T02:40:00  10.954   10.953 
2014-07-01T02:45:00  10.163   10.163 
2014-07-01T02:50:00  9.4641   9.4668 
2014-07-01T02:55:00  8.8571   8.8640 
2014-07-01T03:00:00  8.3078   8.3167 
2014-07-01T03:05:00  7.8455   7.8515 
2014-07-01T03:10:00  7.4221   7.4376 
2014-07-01T03:15:00  7.0481   7.0682 
2014-07-01T03:20:00  6.6819   6.7054 
2014-07-01T03:25:00  6.3730   6.3995 
2014-07-01T03:30:00  6.1060   6.1407 
2014-07-01T03:35:00  5.8607   5.8979 
2014-07-01T03:40:00  5.6460   5.6854 
2014-07-01T03:45:00  5.4648   5.5016 
2014-07-01T03:50:00  5.2879   5.3314 
2014-07-01T03:55:00  5.1470   5.1911 
2014-07-01T04:00:00  5.0093   5.0570 
2014-07-01T04:05:00  4.9034   4.9544 
2014-07-01T04:10:00  4.7823   4.8340 
