#  UTC   F_ce_eq_TS04D(kHz)   F_ce_eq_dipole(kHz)
2013-04-01T00:00:00  206.25   206.53 
2013-04-01T00:05:00  299.19   298.44 
2013-04-01T00:10:00  431.92   429.94 
2013-04-01T00:15:00  579.85   584.67 
2013-04-01T00:20:00  678.79   701.04 
2013-04-01T00:25:00  676.02   698.05 
2013-04-01T00:30:00  547.96   565.39 
2013-04-01T00:35:00  395.48   401.59 
2013-04-01T00:40:00  273.40   273.55 
2013-04-01T00:45:00  188.62   187.98 
2013-04-01T00:50:00  133.37   133.35 
2013-04-01T00:55:00  97.895   98.316 
2013-04-01T01:00:00  74.300   74.864 
2013-04-01T01:05:00  57.996   58.549 
2013-04-01T01:10:00  46.428   46.920 
2013-04-01T01:15:00  37.968   38.392 
2013-04-01T01:20:00  31.648   32.014 
2013-04-01T01:25:00  26.777   27.095 
2013-04-01T01:30:00  22.829   23.121 
2013-04-01T01:35:00  19.610   19.883 
2013-04-01T01:40:00  17.026   17.289 
2013-04-01T01:45:00  14.944   15.200 
2013-04-01T01:50:00  13.258   13.513 
2013-04-01T01:55:00  11.842   12.098 
2013-04-01T02:00:00  10.665   10.925 
2013-04-01T02:05:00  9.6940   9.9608 
2013-04-01T02:10:00  8.8249   9.0994 
2013-04-01T02:15:00  8.0850   8.3686 
2013-04-01T02:20:00  7.4633   7.7647 
2013-04-01T02:25:00  6.8925   7.2063 
2013-04-01T02:30:00  6.4291   6.7707 
2013-04-01T02:35:00  6.0119   6.3776 
2013-04-01T02:40:00  5.6285   6.0268 
2013-04-01T02:45:00  5.2941   5.7132 
2013-04-01T02:50:00  4.9802   5.4306 
2013-04-01T02:55:00  4.6685   5.1578 
2013-04-01T03:00:00  4.4350   4.9402 
2013-04-01T03:05:00  4.2200   4.7672 
2013-04-01T03:10:00  4.0022   4.5779 
2013-04-01T03:15:00  3.7893   4.3896 
2013-04-01T03:20:00  3.6161   4.2231 
2013-04-01T03:25:00  3.4798   4.1048 
2013-04-01T03:30:00  3.3421   3.9997 
2013-04-01T03:35:00  3.2601   3.9424 
2013-04-01T03:40:00  3.1507   3.8415 
2013-04-01T03:45:00  3.0585   3.7259 
2013-04-01T03:50:00  2.8412   3.6197 
2013-04-01T03:55:00  2.8125   3.5393 
2013-04-01T04:00:00  2.7140   3.4699 
2013-04-01T04:05:00  2.6435   3.4460 
2013-04-01T04:10:00  2.6240   3.4276 
2013-04-01T04:15:00  2.6134   3.4207 
2013-04-01T04:20:00  2.5799   3.4022 
2013-04-01T04:25:00  2.5864   3.3980 
2013-04-01T04:30:00  2.5289   3.3778 
2013-04-01T04:35:00  2.4614   3.3385 
2013-04-01T04:40:00  2.4465   3.3129 
2013-04-01T04:45:00  2.4043   3.2660 
2013-04-01T04:50:00  2.3967   3.2527 
2013-04-01T04:55:00  2.3489   3.2474 
2013-04-01T05:00:00  2.3306   3.2385 
2013-04-01T05:05:00  2.3112   3.2307 
2013-04-01T05:10:00  2.3368   3.2471 
2013-04-01T05:15:00  2.3453   3.3035 
2013-04-01T05:20:00  2.4481   3.3841 
2013-04-01T05:25:00  2.4370   3.4473 
2013-04-01T05:30:00  2.4563   3.4646 
2013-04-01T05:35:00  2.4856   3.4748 
2013-04-01T05:40:00  2.4710   3.5160 
2013-04-01T05:45:00  2.5141   3.5725 
2013-04-01T05:50:00  2.5925   3.6514 
2013-04-01T05:55:00  2.6268   3.7090 
2013-04-01T06:00:00  2.7192   3.7995 
2013-04-01T06:05:00  2.7523   3.8612 
2013-04-01T06:10:00  2.8392   3.9258 
2013-04-01T06:15:00  2.9470   4.0166 
2013-04-01T06:20:00  3.0389   4.1234 
2013-04-01T06:25:00  3.1573   4.2324 
2013-04-01T06:30:00  3.1533   4.3351 
2013-04-01T06:35:00  3.2723   4.4719 
2013-04-01T06:40:00  3.4054   4.6335 
2013-04-01T06:45:00  3.5460   4.8081 
2013-04-01T06:50:00  3.6611   4.9943 
2013-04-01T06:55:00  3.8766   5.1968 
2013-04-01T07:00:00  4.0714   5.4093 
2013-04-01T07:05:00  4.2930   5.6609 
2013-04-01T07:10:00  4.5531   5.9492 
2013-04-01T07:15:00  4.8528   6.2759 
2013-04-01T07:20:00  5.1628   6.6277 
2013-04-01T07:25:00  5.5434   7.0056 
2013-04-01T07:30:00  6.0242   7.4622 
2013-04-01T07:35:00  6.5766   7.9856 
2013-04-01T07:40:00  7.1069   8.5927 
2013-04-01T07:45:00  7.7222   9.2955 
2013-04-01T07:50:00  8.5012   10.090 
2013-04-01T07:55:00  9.3964   11.046 
2013-04-01T08:00:00  10.506   12.213 
2013-04-01T08:05:00  11.848   13.603 
2013-04-01T08:10:00  13.485   15.287 
2013-04-01T08:15:00  15.582   17.383 
2013-04-01T08:20:00  18.212   19.958 
2013-04-01T08:25:00  21.654   23.260 
2013-04-01T08:30:00  26.173   27.507 
2013-04-01T08:35:00  32.280   33.090 
2013-04-01T08:40:00  40.894   40.717 
2013-04-01T08:45:00  53.435   51.365 
2013-04-01T08:50:00  72.748   66.992 
2013-04-01T08:55:00  104.13   90.937 
2013-04-01T09:00:00  157.02   130.23 
2013-04-01T09:05:00  244.31   199.92 
2013-04-01T09:10:00  372.64   328.16 
2013-04-01T09:15:00  525.95   527.55 
2013-04-01T09:20:00  641.36   670.29 
2013-04-01T09:25:00  630.72   632.39 
2013-04-01T09:30:00  478.41   478.10 
2013-04-01T09:35:00  320.69   318.47 
2013-04-01T09:40:00  212.53   212.50 
2013-04-01T09:45:00  145.51   148.54 
2013-04-01T09:50:00  104.43   108.78 
2013-04-01T09:55:00  78.328   82.810 
2013-04-01T10:00:00  61.017   65.160 
2013-04-01T10:05:00  48.722   52.412 
2013-04-01T10:10:00  39.851   43.091 
2013-04-01T10:15:00  33.247   36.083 
2013-04-01T10:20:00  28.256   30.754 
2013-04-01T10:25:00  24.318   26.546 
2013-04-01T10:30:00  21.100   23.080 
2013-04-01T10:35:00  18.499   20.260 
2013-04-01T10:40:00  16.327   17.876 
2013-04-01T10:45:00  14.561   15.950 
2013-04-01T10:50:00  13.107   14.335 
2013-04-01T10:55:00  11.850   12.948 
2013-04-01T11:00:00  10.794   11.777 
2013-04-01T11:05:00  9.9021   10.790 
2013-04-01T11:10:00  9.1206   9.9381 
2013-04-01T11:15:00  8.4280   9.1749 
2013-04-01T11:20:00  7.8171   8.5163 
2013-04-01T11:25:00  7.2820   7.9453 
2013-04-01T11:30:00  6.8567   7.4814 
2013-04-01T11:35:00  6.4550   7.0511 
2013-04-01T11:40:00  6.1142   6.6819 
2013-04-01T11:45:00  5.7582   6.3006 
2013-04-01T11:50:00  5.4294   5.9402 
2013-04-01T11:55:00  5.1592   5.6436 
2013-04-01T12:00:00  4.9331   5.3956 
2013-04-01T12:05:00  4.7648   5.1985 
2013-04-01T12:10:00  4.5788   4.9850 
2013-04-01T12:15:00  4.4113   4.7897 
2013-04-01T12:20:00  4.2958   4.6625 
2013-04-01T12:25:00  4.1798   4.5226 
2013-04-01T12:30:00  4.0757   4.4024 
2013-04-01T12:35:00  3.9935   4.3037 
2013-04-01T12:40:00  3.8567   4.1465 
2013-04-01T12:45:00  3.7436   4.0153 
2013-04-01T12:50:00  3.6577   3.9220 
2013-04-01T12:55:00  3.6148   3.8732 
2013-04-01T13:00:00  3.5725   3.8143 
2013-04-01T13:05:00  3.5799   3.8103 
2013-04-01T13:10:00  3.5418   3.7580 
2013-04-01T13:15:00  3.5138   3.7193 
2013-04-01T13:20:00  3.4603   3.6537 
2013-04-01T13:25:00  3.4299   3.6138 
2013-04-01T13:30:00  3.4077   3.5828 
2013-04-01T13:35:00  3.3838   3.5487 
2013-04-01T13:40:00  3.3710   3.5261 
