#  UTC   F_ce_eq_TS04D(kHz)   F_ce_eq_dipole(kHz)
2012-12-01T00:00:00  2.8045   3.4216 
2012-12-01T00:05:00  2.8416   3.4545 
2012-12-01T00:10:00  2.8707   3.4695 
2012-12-01T00:15:00  2.9085   3.4973 
2012-12-01T00:20:00  2.9560   3.5270 
2012-12-01T00:25:00  3.0217   3.5843 
2012-12-01T00:30:00  3.0597   3.6136 
2012-12-01T00:35:00  3.1391   3.6841 
2012-12-01T00:40:00  3.2037   3.7378 
2012-12-01T00:45:00  3.2912   3.8198 
2012-12-01T00:50:00  3.3709   3.8883 
2012-12-01T00:55:00  3.4532   3.9627 
2012-12-01T01:00:00  3.5551   4.0600 
2012-12-01T01:05:00  3.6810   4.1777 
2012-12-01T01:10:00  3.7970   4.2802 
2012-12-01T01:15:00  3.9336   4.4128 
2012-12-01T01:20:00  4.0877   4.5577 
2012-12-01T01:25:00  4.2507   4.7217 
2012-12-01T01:30:00  4.4259   4.8873 
2012-12-01T01:35:00  4.6312   5.0787 
2012-12-01T01:40:00  4.8512   5.3003 
2012-12-01T01:45:00  5.0916   5.5334 
2012-12-01T01:50:00  5.3484   5.7851 
2012-12-01T01:55:00  5.6565   6.0934 
2012-12-01T02:00:00  5.9671   6.4025 
2012-12-01T02:05:00  6.3482   6.7694 
2012-12-01T02:10:00  6.7907   7.2016 
2012-12-01T02:15:00  7.3221   7.6847 
2012-12-01T02:20:00  7.8966   8.2151 
2012-12-01T02:25:00  8.4540   8.8150 
2012-12-01T02:30:00  9.2248   9.5750 
2012-12-01T02:35:00  10.073   10.412 
2012-12-01T02:40:00  11.099   11.396 
2012-12-01T02:45:00  12.344   12.608 
2012-12-01T02:50:00  13.867   14.074 
2012-12-01T02:55:00  15.682   15.836 
2012-12-01T03:00:00  17.948   18.030 
2012-12-01T03:05:00  20.718   20.691 
2012-12-01T03:10:00  24.294   24.163 
2012-12-01T03:15:00  28.886   28.567 
2012-12-01T03:20:00  35.026   34.474 
2012-12-01T03:25:00  43.211   42.371 
2012-12-01T03:30:00  54.709   53.497 
2012-12-01T03:35:00  71.006   69.327 
2012-12-01T03:40:00  95.412   93.127 
2012-12-01T03:45:00  132.57   129.56 
2012-12-01T03:50:00  190.98   187.36 
2012-12-01T03:55:00  282.05   278.72 
2012-12-01T04:00:00  412.91   412.80 
2012-12-01T04:05:00  563.44   564.98 
2012-12-01T04:10:00  662.03   648.80 
2012-12-01T04:15:00  631.73   606.67 
2012-12-01T04:20:00  499.22   475.42 
2012-12-01T04:25:00  348.81   341.95 
2012-12-01T04:30:00  234.15   239.78 
2012-12-01T04:35:00  161.00   169.62 
2012-12-01T04:40:00  116.29   123.28 
2012-12-01T04:45:00  87.680   92.331 
2012-12-01T04:50:00  68.314   71.185 
2012-12-01T04:55:00  54.792   56.528 
2012-12-01T05:00:00  44.834   45.870 
2012-12-01T05:05:00  37.314   37.950 
2012-12-01T05:10:00  31.599   31.985 
2012-12-01T05:15:00  27.026   27.260 
2012-12-01T05:20:00  23.478   23.619 
2012-12-01T05:25:00  20.554   20.637 
2012-12-01T05:30:00  18.219   18.267 
2012-12-01T05:35:00  16.263   16.286 
2012-12-01T05:40:00  14.676   14.683 
2012-12-01T05:45:00  13.248   13.242 
2012-12-01T05:50:00  12.113   12.103 
2012-12-01T05:55:00  11.139   11.127 
2012-12-01T06:00:00  10.374   10.361 
2012-12-01T06:05:00  9.6219   9.6082 
2012-12-01T06:10:00  9.0443   9.0305 
2012-12-01T06:15:00  8.4950   8.4819 
2012-12-01T06:20:00  8.0617   8.0507 
2012-12-01T06:25:00  7.6185   7.6081 
2012-12-01T06:30:00  7.2499   7.2403 
2012-12-01T06:35:00  6.8794   6.8717 
2012-12-01T06:40:00  6.6199   6.6140 
2012-12-01T06:45:00  6.3555   6.3516 
2012-12-01T06:50:00  6.1606   6.1587 
2012-12-01T06:55:00  5.8941   5.8938 
2012-12-01T07:00:00  5.7201   5.7214 
2012-12-01T07:05:00  5.5176   5.5205 
2012-12-01T07:10:00  5.3694   5.3740 
2012-12-01T07:15:00  5.2249   5.2309 
2012-12-01T07:20:00  5.0972   5.1042 
2012-12-01T07:25:00  4.9586   4.9658 
2012-12-01T07:30:00  4.8832   4.8905 
2012-12-01T07:35:00  4.7940   4.8008 
2012-12-01T07:40:00  4.7407   4.7470 
2012-12-01T07:45:00  4.6685   4.6753 
2012-12-01T07:50:00  4.6071   4.6141 
2012-12-01T07:55:00  4.5284   4.5357 
2012-12-01T08:00:00  4.4721   4.4795 
2012-12-01T08:05:00  4.3999   4.4074 
2012-12-01T08:10:00  4.3527   4.3602 
2012-12-01T08:15:00  4.2751   4.2823 
2012-12-01T08:20:00  4.2818   4.2889 
2012-12-01T08:25:00  4.2907   4.2977 
2012-12-01T08:30:00  4.3024   4.3092 
2012-12-01T08:35:00  4.2784   4.2848 
2012-12-01T08:40:00  4.3006   4.3066 
2012-12-01T08:45:00  4.3069   4.3125 
2012-12-01T08:50:00  4.3139   4.3191 
2012-12-01T08:55:00  4.3305   4.3352 
2012-12-01T09:00:00  4.3731   4.3773 
2012-12-01T09:05:00  4.3920   4.3957 
2012-12-01T09:10:00  4.4258   4.4290 
2012-12-01T09:15:00  4.4357   4.4384 
2012-12-01T09:20:00  4.5004   4.5026 
2012-12-01T09:25:00  4.5754   4.5772 
2012-12-01T09:30:00  4.6283   4.6298 
