#  UTC   F_ce_eq_TS04D(kHz)   F_ce_eq_dipole(kHz)
2013-09-01T00:00:00  74.546   80.725 
2013-09-01T00:05:00  95.261   105.69 
2013-09-01T00:10:00  125.32   141.73 
2013-09-01T00:15:00  171.64   193.96 
2013-09-01T00:20:00  248.64   270.24 
2013-09-01T00:25:00  377.89   387.16 
2013-09-01T00:30:00  556.55   558.68 
2013-09-01T00:35:00  703.71   693.39 
2013-09-01T00:40:00  675.79   656.74 
2013-09-01T00:45:00  506.64   507.62 
2013-09-01T00:50:00  348.84   351.19 
2013-09-01T00:55:00  238.27   237.28 
2013-09-01T01:00:00  166.01   163.41 
2013-09-01T01:05:00  119.31   116.46 
2013-09-01T01:10:00  88.703   86.160 
2013-09-01T01:15:00  67.878   65.811 
2013-09-01T01:20:00  53.336   51.742 
2013-09-01T01:25:00  42.799   41.616 
2013-09-01T01:30:00  34.991   34.157 
2013-09-01T01:35:00  29.126   28.570 
2013-09-01T01:40:00  24.664   24.323 
2013-09-01T01:45:00  21.221   21.034 
2013-09-01T01:50:00  18.429   18.333 
2013-09-01T01:55:00  16.135   16.141 
2013-09-01T02:00:00  14.310   14.394 
2013-09-01T02:05:00  12.795   12.909 
2013-09-01T02:10:00  11.560   11.710 
2013-09-01T02:15:00  10.524   10.700 
2013-09-01T02:20:00  9.6078   9.7829 
2013-09-01T02:25:00  8.8633   9.0597 
2013-09-01T02:30:00  8.1761   8.3972 
2013-09-01T02:35:00  7.5804   7.8127 
2013-09-01T02:40:00  7.0476   7.2871 
2013-09-01T02:45:00  6.5755   6.8108 
2013-09-01T02:50:00  6.1523   6.4032 
2013-09-01T02:55:00  5.8146   6.0653 
2013-09-01T03:00:00  5.5309   5.7847 
2013-09-01T03:05:00  5.2592   5.5195 
2013-09-01T03:10:00  4.9944   5.2546 
2013-09-01T03:15:00  4.7667   5.0305 
2013-09-01T03:20:00  4.5694   4.8327 
2013-09-01T03:25:00  4.3720   4.6525 
2013-09-01T03:30:00  4.2412   4.5202 
2013-09-01T03:35:00  4.0897   4.3670 
2013-09-01T03:40:00  4.0150   4.2711 
2013-09-01T03:45:00  3.9209   4.1751 
2013-09-01T03:50:00  3.8150   4.0783 
2013-09-01T03:55:00  3.7398   3.9974 
2013-09-01T04:00:00  3.6235   3.8912 
2013-09-01T04:05:00  3.5454   3.8157 
2013-09-01T04:10:00  3.5014   3.7658 
2013-09-01T04:15:00  3.4739   3.7216 
2013-09-01T04:20:00  3.4279   3.6532 
2013-09-01T04:25:00  3.3968   3.6193 
2013-09-01T04:30:00  3.3405   3.5670 
2013-09-01T04:35:00  3.3287   3.5459 
2013-09-01T04:40:00  3.2901   3.5084 
2013-09-01T04:45:00  3.3022   3.5009 
2013-09-01T04:50:00  3.2895   3.4821 
2013-09-01T04:55:00  3.2966   3.4629 
2013-09-01T05:00:00  3.2902   3.4401 
2013-09-01T05:05:00  3.3001   3.4374 
2013-09-01T05:10:00  3.3149   3.4405 
2013-09-01T05:15:00  3.3356   3.4542 
2013-09-01T05:20:00  3.3459   3.4613 
2013-09-01T05:25:00  3.3854   3.4811 
2013-09-01T05:30:00  3.4062   3.4949 
2013-09-01T05:35:00  3.4309   3.5108 
2013-09-01T05:40:00  3.4525   3.5217 
2013-09-01T05:45:00  3.4665   3.5285 
2013-09-01T05:50:00  3.4950   3.5516 
2013-09-01T05:55:00  3.5568   3.6142 
2013-09-01T06:00:00  3.5985   3.6498 
2013-09-01T06:05:00  3.6491   3.6883 
2013-09-01T06:10:00  3.7130   3.7470 
2013-09-01T06:15:00  3.7786   3.8096 
2013-09-01T06:20:00  3.9057   3.9332 
2013-09-01T06:25:00  4.0287   4.0516 
2013-09-01T06:30:00  4.1760   4.1908 
2013-09-01T06:35:00  4.3056   4.3187 
2013-09-01T06:40:00  4.4822   4.4908 
2013-09-01T06:45:00  4.6944   4.6958 
2013-09-01T06:50:00  4.9410   4.9359 
2013-09-01T06:55:00  5.1824   5.1742 
2013-09-01T07:00:00  5.4204   5.4128 
2013-09-01T07:05:00  5.7506   5.7442 
2013-09-01T07:10:00  6.0889   6.0853 
2013-09-01T07:15:00  6.4272   6.4270 
2013-09-01T07:20:00  6.7880   6.7928 
2013-09-01T07:25:00  7.2118   7.2210 
2013-09-01T07:30:00  7.7185   7.7350 
2013-09-01T07:35:00  8.3108   8.3339 
2013-09-01T07:40:00  9.0363   9.0699 
2013-09-01T07:45:00  9.8971   9.9433 
2013-09-01T07:50:00  10.865   10.928 
2013-09-01T07:55:00  11.948   12.038 
2013-09-01T08:00:00  13.170   13.282 
2013-09-01T08:05:00  14.634   14.774 
2013-09-01T08:10:00  16.453   16.625 
2013-09-01T08:15:00  18.498   18.709 
2013-09-01T08:20:00  21.021   21.278 
2013-09-01T08:25:00  24.157   24.463 
2013-09-01T08:30:00  28.124   28.491 
2013-09-01T08:35:00  33.180   33.610 
2013-09-01T08:40:00  39.502   40.004 
2013-09-01T08:45:00  47.730   48.300 
2013-09-01T08:50:00  58.753   59.382 
2013-09-01T08:55:00  74.072   74.728 
2013-09-01T09:00:00  95.418   96.018 
2013-09-01T09:05:00  126.48   126.85 
2013-09-01T09:10:00  172.18   172.03 
2013-09-01T09:15:00  238.43   237.66 
2013-09-01T09:20:00  326.48   327.32 
2013-09-01T09:25:00  416.17   428.62 
2013-09-01T09:30:00  501.59   505.18 
2013-09-01T09:35:00  536.91   534.39 
2013-09-01T09:40:00  477.57   479.48 
2013-09-01T09:45:00  378.94   364.60 
2013-09-01T09:50:00  274.31   262.75 
