#  UTC   F_ce_eq_TS04D(kHz)   F_ce_eq_dipole(kHz)
2013-01-01T00:00:00  3.1441   3.9880 
2013-01-01T00:05:00  3.0834   3.9206 
2013-01-01T00:10:00  3.0323   3.8661 
2013-01-01T00:15:00  3.0083   3.8129 
2013-01-01T00:20:00  2.9832   3.7698 
2013-01-01T00:25:00  2.9684   3.7424 
2013-01-01T00:30:00  2.9606   3.7215 
2013-01-01T00:35:00  2.9442   3.7011 
2013-01-01T00:40:00  2.9423   3.6770 
2013-01-01T00:45:00  2.9512   3.6704 
2013-01-01T00:50:00  2.9484   3.6611 
2013-01-01T00:55:00  2.9484   3.6668 
2013-01-01T01:00:00  2.9640   3.6585 
2013-01-01T01:05:00  2.9741   3.6835 
2013-01-01T01:10:00  3.0073   3.6968 
2013-01-01T01:15:00  3.0660   3.7237 
2013-01-01T01:20:00  3.1000   3.7634 
2013-01-01T01:25:00  3.1317   3.7864 
2013-01-01T01:30:00  3.1929   3.8330 
2013-01-01T01:35:00  3.2328   3.8759 
2013-01-01T01:40:00  3.2891   3.9198 
2013-01-01T01:45:00  3.3580   3.9790 
2013-01-01T01:50:00  3.4491   4.0630 
2013-01-01T01:55:00  3.5273   4.1310 
2013-01-01T02:00:00  3.6127   4.2041 
2013-01-01T02:05:00  3.7090   4.2972 
2013-01-01T02:10:00  3.8449   4.4064 
2013-01-01T02:15:00  3.9628   4.5192 
2013-01-01T02:20:00  4.0926   4.6437 
2013-01-01T02:25:00  4.2411   4.7775 
2013-01-01T02:30:00  4.4080   4.9417 
2013-01-01T02:35:00  4.5674   5.0937 
2013-01-01T02:40:00  4.7665   5.2883 
2013-01-01T02:45:00  4.9711   5.4852 
2013-01-01T02:50:00  5.2067   5.7164 
2013-01-01T02:55:00  5.4683   5.9726 
2013-01-01T03:00:00  5.7527   6.2447 
2013-01-01T03:05:00  6.0820   6.5629 
2013-01-01T03:10:00  6.4239   6.8970 
2013-01-01T03:15:00  6.8282   7.2938 
