#  UTC   F_ce_eq_TS04D(kHz)   F_ce_eq_dipole(kHz)
2013-12-01T00:00:00  11.929   12.100 
2013-12-01T00:05:00  10.989   11.150 
2013-12-01T00:10:00  10.222   10.374 
2013-12-01T00:15:00  9.4713   9.6173 
2013-12-01T00:20:00  8.8445   8.9959 
2013-12-01T00:25:00  8.3319   8.4822 
2013-12-01T00:30:00  7.8553   8.0103 
2013-12-01T00:35:00  7.4608   7.6305 
2013-12-01T00:40:00  7.1217   7.2875 
2013-12-01T00:45:00  6.8082   6.9857 
2013-12-01T00:50:00  6.4472   6.6161 
2013-12-01T00:55:00  6.1285   6.3173 
2013-12-01T01:00:00  5.8144   6.0337 
2013-12-01T01:05:00  5.5352   5.7641 
2013-12-01T01:10:00  5.3396   5.5690 
2013-12-01T01:15:00  5.1420   5.3992 
2013-12-01T01:20:00  4.8648   5.1117 
2013-12-01T01:25:00  4.7506   5.0043 
2013-12-01T01:30:00  4.4895   4.7539 
2013-12-01T01:35:00  4.3984   4.6717 
2013-12-01T01:40:00  4.3533   4.6289 
2013-12-01T01:45:00  4.2457   4.5326 
2013-12-01T01:50:00  4.1117   4.4157 
2013-12-01T01:55:00  3.9513   4.2459 
2013-12-01T02:00:00  3.8472   4.1749 
2013-12-01T02:05:00  3.7860   4.1311 
2013-12-01T02:10:00  3.7015   4.0621 
2013-12-01T02:15:00  3.6767   4.0276 
2013-12-01T02:20:00  3.6282   4.0042 
2013-12-01T02:25:00  3.5566   3.9712 
2013-12-01T02:30:00  3.4892   3.9133 
2013-12-01T02:35:00  3.4310   3.8730 
2013-12-01T02:40:00  3.3785   3.8405 
2013-12-01T02:45:00  3.4082   3.8779 
2013-12-01T02:50:00  3.3821   3.8600 
2013-12-01T02:55:00  3.3858   3.8834 
2013-12-01T03:00:00  3.3964   3.8846 
2013-12-01T03:05:00  3.4277   3.9408 
2013-12-01T03:10:00  3.4545   3.9371 
2013-12-01T03:15:00  3.4710   3.9805 
2013-12-01T03:20:00  3.5249   4.0201 
2013-12-01T03:25:00  3.5372   4.0334 
2013-12-01T03:30:00  3.5340   4.0317 
2013-12-01T03:35:00  3.6763   4.2263 
2013-12-01T03:40:00  3.6500   4.2745 
2013-12-01T03:45:00  3.5677   4.2044 
2013-12-01T03:50:00  3.7535   4.4306 
2013-12-01T03:55:00  3.7913   4.4697 
2013-12-01T04:00:00  3.8102   4.5601 
2013-12-01T04:05:00  3.5783   4.5781 
2013-12-01T04:10:00  3.6405   4.6737 
2013-12-01T04:15:00  3.6889   4.7718 
2013-12-01T04:20:00  3.8432   4.9462 
2013-12-01T04:25:00  3.9589   5.1130 
2013-12-01T04:30:00  4.1521   5.3314 
2013-12-01T04:35:00  4.3214   5.5656 
2013-12-01T04:40:00  4.5261   5.8020 
2013-12-01T04:45:00  4.8183   6.0737 
2013-12-01T04:50:00  4.9981   6.3983 
2013-12-01T04:55:00  5.3335   6.7591 
2013-12-01T05:00:00  5.7240   7.1323 
2013-12-01T05:05:00  6.1719   7.5330 
2013-12-01T05:10:00  6.5840   7.9923 
2013-12-01T05:15:00  7.0789   8.5582 
2013-12-01T05:20:00  7.6673   9.1961 
2013-12-01T05:25:00  8.3941   9.9337 
2013-12-01T05:30:00  9.2120   10.762 
2013-12-01T05:35:00  10.092   11.717 
2013-12-01T05:40:00  11.183   12.886 
2013-12-01T05:45:00  12.404   14.222 
2013-12-01T05:50:00  13.982   15.873 
2013-12-01T05:55:00  15.851   17.842 
2013-12-01T06:00:00  18.145   20.245 
2013-12-01T06:05:00  21.045   23.224 
2013-12-01T06:10:00  24.660   26.909 
2013-12-01T06:15:00  29.419   31.755 
2013-12-01T06:20:00  35.649   38.062 
2013-12-01T06:25:00  43.912   46.378 
2013-12-01T06:30:00  55.270   57.729 
2013-12-01T06:35:00  71.019   73.394 
2013-12-01T06:40:00  93.616   95.674 
2013-12-01T06:45:00  126.21   127.60 
2013-12-01T06:50:00  173.56   173.80 
2013-12-01T06:55:00  239.92   239.26 
2013-12-01T07:00:00  321.11   324.63 
2013-12-01T07:05:00  384.18   413.88 
2013-12-01T07:10:00  393.72   456.26 
2013-12-01T07:15:00  474.25   418.60 
2013-12-01T07:20:00  493.09   362.08 
2013-12-01T07:25:00  383.82   301.64 
2013-12-01T07:30:00  272.92   237.44 
2013-12-01T07:35:00  193.65   181.01 
2013-12-01T07:40:00  141.25   137.36 
2013-12-01T07:45:00  106.09   105.14 
2013-12-01T07:50:00  81.825   81.771 
2013-12-01T07:55:00  64.556   64.716 
2013-12-01T08:00:00  51.944   52.117 
2013-12-01T08:05:00  42.595   42.735 
2013-12-01T08:10:00  35.485   35.603 
2013-12-01T08:15:00  29.985   30.089 
2013-12-01T08:20:00  25.652   25.759 
2013-12-01T08:25:00  22.241   22.354 
2013-12-01T08:30:00  19.446   19.578 
2013-12-01T08:35:00  17.256   17.390 
2013-12-01T08:40:00  15.389   15.533 
2013-12-01T08:45:00  13.820   13.964 
2013-12-01T08:50:00  12.548   12.678 
2013-12-01T08:55:00  11.458   11.584 
2013-12-01T09:00:00  10.508   10.630 
2013-12-01T09:05:00  9.5825   9.7360 
2013-12-01T09:10:00  8.8756   9.0357 
2013-12-01T09:15:00  8.2694   8.4364 
2013-12-01T09:20:00  7.6928   7.8736 
2013-12-01T09:25:00  7.1862   7.3770 
2013-12-01T09:30:00  6.7358   6.9318 
2013-12-01T09:35:00  6.3491   6.5526 
2013-12-01T09:40:00  6.0595   6.2531 
2013-12-01T09:45:00  5.7318   5.9326 
2013-12-01T09:50:00  5.4845   5.6785 
2013-12-01T09:55:00  5.2392   5.4382 
2013-12-01T10:00:00  5.0380   5.2335 
2013-12-01T10:05:00  4.8902   5.0316 
2013-12-01T10:10:00  4.6755   4.8547 
2013-12-01T10:15:00  4.5645   4.7313 
2013-12-01T10:20:00  4.4437   4.6046 
2013-12-01T10:25:00  4.3431   4.4890 
2013-12-01T10:30:00  4.2078   4.3668 
2013-12-01T10:35:00  4.0899   4.2575 
2013-12-01T10:40:00  4.0348   4.1805 
2013-12-01T10:45:00  3.9810   4.1134 
2013-12-01T10:50:00  3.9427   4.0593 
2013-12-01T10:55:00  3.8613   3.9846 
2013-12-01T11:00:00  3.8070   3.9314 
2013-12-01T11:05:00  3.7558   3.8536 
2013-12-01T11:10:00  3.6764   3.8289 
2013-12-01T11:15:00  3.5998   3.7560 
2013-12-01T11:20:00  3.6080   3.7347 
2013-12-01T11:25:00  3.6108   3.7377 
2013-12-01T11:30:00  3.5838   3.7087 
2013-12-01T11:35:00  3.5670   3.7020 
2013-12-01T11:40:00  3.5138   3.6580 
2013-12-01T11:45:00  3.5100   3.6525 
2013-12-01T11:50:00  3.4042   3.5536 
2013-12-01T11:55:00  3.3909   3.5528 
2013-12-01T12:00:00  3.3771   3.5467 
2013-12-01T12:05:00  3.3480   3.5538 
2013-12-01T12:10:00  3.3338   3.5650 
2013-12-01T12:15:00  3.3584   3.5984 
2013-12-01T12:20:00  3.3896   3.6358 
2013-12-01T12:25:00  3.3972   3.6531 
2013-12-01T12:30:00  3.3990   3.6905 
2013-12-01T12:35:00  3.4426   3.7572 
2013-12-01T12:40:00  3.5089   3.8381 
2013-12-01T12:45:00  3.5236   3.8705 
2013-12-01T12:50:00  3.5606   3.9377 
2013-12-01T12:55:00  3.6238   4.0182 
2013-12-01T13:00:00  3.7242   4.1411 
2013-12-01T13:05:00  3.8112   4.2653 
2013-12-01T13:10:00  4.1610   4.5090 
2013-12-01T13:15:00  4.3213   4.7054 
2013-12-01T13:20:00  4.3651   4.8373 
2013-12-01T13:25:00  4.5116   4.9880 
2013-12-01T13:30:00  4.6258   5.1567 
2013-12-01T13:35:00  4.7551   5.3301 
2013-12-01T13:40:00  4.8349   5.4582 
2013-12-01T13:45:00  4.9714   5.6976 
2013-12-01T13:50:00  5.2246   5.9664 
2013-12-01T13:55:00  5.6084   6.2428 
2013-12-01T14:00:00  5.9002   6.5598 
